,car_id,description,amount,region,make,model,year_of_man,color,condition,mileage,engine_size,selling_cond,bought_cond,trim,drive_train,reg_city,seat,num_cylinder,horse_power,body_build,fuel_type,transmission
295,xh6Bb15i7AU5h0xXOWLLQxcZ,Toyota Camry 2009 White, 2535750,"Lagos State, Ojodu",Toyota,Camry,2009,White,Nigerian Used,169306,2400,Registered,Imported,,,LAGOS,,,,,Petrol,Automatic
296,2Yu0fIB2fwYs7Vzd21ZOhU90,BMW X1 2015 Black, 15225000,"Abuja (FCT), Jabi",BMW,X1,2015,Black,Foreign Used,97221,2000,Imported,Imported,,,,,,,,Petrol,Automatic
297,BlT4sZI5RPAsSB7etcqHLTcg,Volvo XC70 2004 Blue, 1522500,"Oyo State, Ibadan",Volvo,XC70,2004,Blue,Nigerian Used,164060,2500,Registered,Imported,,,lagos,,,,Saloon,Petrol,Automatic
298,w4IzV2aIFrNiyKOUq9MnTjSH,Toyota Venza 2013 Blue, 14560000,"Kwara State, Ilorin East",Toyota,Venza,2013,Blue,Foreign Used,121617,2700,Imported,Imported,,,,,,,SUV,Petrol,Automatic
299,kMZV27yDr4AlujJTNeEIZz85,Jeep Wrangler 2007 Blue, 5250000,"Lagos State, Ikeja",Jeep,Wrangler,2007,Blue,Nigerian Used,99439,3800,Registered,Imported,,,Lagos,,,,SUV,Petrol,Automatic
300,eMHfmUtysuiQqaz9iPimUMsC,Toyota Sienna 2007 Red, 5407500,"Lagos State, Ilupeju",Toyota,Sienna,2007,Red,Foreign Used,110588,,Imported,Imported,,,,,,,,Petrol,Automatic
301,1pfPpU6AlJOlR017o8YBW5hq,Toyota 4-Runner 4.7 2003 Gray, 2227500,"Rivers State, Port-Harcourt",Toyota,4-Runner,2003,Gray,Nigerian Used,171327,4700,Registered,Imported,4.7,All Wheel,,5,8,,SUV,Petrol,Automatic
302,5ESV4iRjeFRJlwNUDeDI7gHi,Toyota RAV4 2006 Silver, 2898000,"Lagos State, Ajah",Toyota,RAV4,2006,Silver,Nigerian Used,90366,2400,Registered,Registered,,,,,,,SUV,Petrol,Automatic
303,ClzvW71XdjG9pPdZ8snxnIBB,Toyota Camry 2003 White, 2100000,"Lagos State, Yaba",Toyota,Camry,2003,White,Nigerian Used,340903,2400,Registered,Registered,,,LAGOS,,,,,Petrol,Automatic
304,hTikW4jdZxwXQLGjB9eAkpGt,Ford Explorer 2013 Silver, 5775000,"Lagos State, Ajah",Ford,Explorer,2013,Silver,Foreign Used,92179,3700,Imported,Imported,,,,,,,SUV,Petrol,Automatic
305,x57UIim6gN12xAuXlmhuB5b6,Lexus ES 2003 Black, 2415000,"Abuja (FCT), Garki 2",Lexus,ES,2003,Black,Nigerian Used,93816,3000,Registered,Registered,,,,,,,,Petrol,Automatic
306,1APRvxMTAL56QBiVpC7eBvNJ,Toyota Corolla 2006 Blue, 2912000,"Abuja (FCT), Kubwa",Toyota,Corolla,2006,Blue,Nigerian Used,131154,1800,Registered,Registered,,,Abuja,,,,,Petrol,Automatic
307,65i7cFExNU3l6Dplfsk59GUG,Lexus ES 2004 Gold, 2100000,"Abuja (FCT), Jabi",Lexus,ES,2004,Gold,Nigerian Used,125156,3000,Registered,Registered,,,ABUJA,,,,,Petrol,Automatic
308,crDKrSGeA5b3yrbSI1z5ogRE,Toyota Corolla 2018 Gray, 9360000,"Abuja (FCT), Jabi",Toyota,Corolla,2018,Gray,Nigerian Used,151606,1800,Registered,Registered,,,ABUJA,,,,,Petrol,Automatic
309,zLRzMqUpyxjqXsX3YuNzcQIS,Toyota Camry 2003 Silver, 2600000,"Delta State, Oshimili South",Toyota,Camry,2003,Silver,Nigerian Used,342393,2400,Registered,Registered,,,,,,,,Petrol,Automatic
310,5BhTPXu7KRpQgVq3cDzfeTQf,Hyundai Sonata 2011 Silver, 2415000,"Lagos State, Ifako-Ijaiye",Hyundai,Sonata,2011,Silver,Nigerian Used,113104,2400,Registered,Imported,,,LAGOS,,,,,Petrol,Automatic
311,sB2gp98yrzClw7lpAIBcIuvX,Lexus RX 350 2011 Ivory, 4837500,"Imo State, Owerri",Lexus,RX 350,2011,Ivory,Nigerian Used,208837,3500,Registered,Imported,,,LAGOS,,,,SUV,Petrol,Automatic
312,5RuhXaMEOuKVcipRx57FQtWE,Toyota Camry 2014 Black, 6405000,"Lagos State, Kosofe",Toyota,Camry,2014,Black,Foreign Used,205638,2500,Imported,Imported,,,,,,,,Petrol,Automatic
313,8XrUVCIwsFuj6fXs0zxEZ1WQ,Toyota Corolla 2006 Black, 2625000,"Lagos State, Ojodu",Toyota,Corolla,2006,Black,Nigerian Used,290191,1800,Registered,Imported,,,,,,,,Petrol,Automatic
314,oVqwNlzwwPUZK2GtCbVpICix,Volkswagen Golf GTI 2013 White, 2625000,"Abuja (FCT), Katampe",Volkswagen,Golf GTI,2013,White,Nigerian Used,90629,2000,Registered,Registered,,,ABUJA,,,,Hatchback,Petrol,Automatic
315,cEtc7OvE7lgNsMpsgTY8t1sf,Honda Accord 2.4 EX-L Automatic 2008 Red, 2100000,"Lagos State, Ibeju",Honda,Accord,2008,Red,Nigerian Used,260676,3500,Registered,Registered,2.4 EX-L Automatic,Front Wheel,LAGOS,5,4,,Sedan,Petrol,Automatic
316,7W3Qkt4T0OhjoYGRaswOPkTj,Toyota Avalon 2005 Gray, 2100000,"Lagos State, Yaba",Toyota,Avalon,2005,Gray,Nigerian Used,307353,3500,Registered,Registered,,,Lagos,,,,,Petrol,Automatic
317,umSgXqHqiQaPyTE6nhZXF67l,Mercedes-Benz C230 2006 Gray, 2100000,"Lagos State, Alimosho",Mercedes-Benz,C230,2006,Gray,Nigerian Used,633144,2500,Registered,Registered,,,LAGOS,,,,,Petrol,Automatic
318,mxToxDT5uk8Fni1UVOaJvWCi,Lexus ES 2008 Silver, 4303125,"Lagos State, Yaba",Lexus,ES,2008,Silver,Nigerian Used,94707,3500,Registered,Registered,,,Lagos,,,,,Petrol,Automatic
319,sbUKcmYX4BHwdjHXD6KmmM6Q,Ford Fusion 2012 Gray, 2310000,"Lagos State, Amuwo-Odofin",Ford,Fusion,2012,Gray,Nigerian Used,182196,2500,Registered,Imported,,,LAGOS,,,,,Petrol,Automatic
320,drleWBkECuGc3BD5MbsCDGm5,Honda Civic 2006 Blue, 1680000,"Abuja (FCT), Lugbe District",Honda,Civic,2006,Blue,Nigerian Used,236003,1800,Registered,Registered,,,,,,,,Petrol,Automatic
321,rmAkcovIImEYDAx8HcImXyY8,Toyota Camry 2007 Red, 4162500,"Abuja (FCT), Gwarinpa",Toyota,Camry,2007,Red,Nigerian Used,97166,2400,Registered,Imported,,,,,,,,Petrol,Automatic
322,mNwQYXdTiQuUIswRSrsKDArg,Honda Pilot 2009 Black, 3487500,"Lagos State, Ojodu",Honda,Pilot,2009,Black,Nigerian Used,152850,3500,Registered,Imported,,,,,,,SUV,Petrol,Automatic
323,8asz376Dl83uIzw2yZGX94UR,Honda CR-V 2022 White, 25725000,"Abuja (FCT), Garki 2",Honda,CR-V,2022,White,Nigerian Used,6410,1600,Registered,Registered,,,,,,,SUV,Petrol,Automatic
324,hM9VGXLpZAI921tlAFwqMUlY,Audi A6 2004 Gray, 4500000,"Kaduna State, Kaduna / Kaduna State",Audi,A6,2004,Gray,Foreign Used,160932,2400,Imported,Imported,,,,,,,Crossover,Petrol,Automatic
325,hHwbTb9yzbHtwRLccpbyrj3V,Toyota Avensis 2003 Burgandy, 1350000,"Lagos State, Ikorodu",Toyota,Avensis,2003,Burgandy,Nigerian Used,261342,1800,Registered,Registered,,,Lagos,,,,,Petrol,Automatic
326,rvVDaY53T0EPX4qAcWgNG6WM,Hyundai Elantra 2012 Gray, 4872000,"Lagos State, Amuwo-Odofin",Hyundai,Elantra,2012,Gray,Foreign Used,198245,1800,Imported,Imported,,,,,,,,Petrol,Automatic
327,yKMIVzaMJ1lH8AgoaZepbQHQ,Pontiac Vibe 2004 Blue, 2066625,"Lagos State, Lekki",Pontiac,Vibe,2004,Blue,Nigerian Used,241903,1800,Registered,Imported,,,LAGOS,,,,,Petrol,Automatic
328,yr7ay22FLPy8YiZJGdF6pTeX,Mercedes-Benz GLK-Class 2014 White, 8389500,"Lagos State, Surulere",Mercedes-Benz,GLK-Class,2014,White,Nigerian Used,261955,3500,Registered,Imported,,,,,,,SUV,Petrol,Automatic
329,noJsygGps7l7EWg7xe0A4lSI,Toyota Camry 2002 Silver, 2496000,"Lagos State, Yaba",Toyota,Camry,2002,Silver,Nigerian Used,307652,2400,Registered,Registered,,,LAGOS,,,,,Petrol,Automatic
330,msRjrVSGklU9K5yZ3aX2eLfh,Toyota Camry 2007 Red, 3360000,"Abuja (FCT), Kubwa",Toyota,Camry,2007,Red,Nigerian Used,127823,2400,Registered,Registered,,,Abuja,,,,,Petrol,Automatic
331,7vCayLM1gvK6oZ9r0tszGjFt,Nissan Murano 2004 Silver, 1485000,"Lagos State, Ilupeju",Nissan,Murano,2004,Silver,Nigerian Used,237287,3500,Registered,Imported,,,LAGOS,,,,SUV,Petrol,Automatic
332,vasVdBsKVJUQ9b2sRR1DHqNC,Honda Accord 2004 Green, 1365000,"Lagos State, Ojodu",Honda,Accord,2004,Green,Nigerian Used,228012,2400,Registered,Imported,,,,,,,,Petrol,Automatic
333,p3fcEDxJ2pKHfz3BJAyaZdNa,Honda Accord 2004 Gold, 1294125,"Abuja (FCT), Kubwa",Honda,Accord,2004,Gold,Nigerian Used,187600,2400,Registered,Registered,,,ABUJA,,,,,Petrol,Automatic
334,dk6gwOiqVWwIXmBC04urY4rw,Hyundai Creta 2016 Black, 4410000,"Lagos State, Yaba",Hyundai,Creta,2016,Black,Nigerian Used,133972,1600,Registered,Registered,,,LAGOS,,,,SUV,Petrol,Automatic
335,7HuwBFBuw5wuk9NrlOaxyVlp,Honda Pilot 2004 Silver, 1885000,"Oyo State, Ibadan",Honda,Pilot,2004,Silver,Nigerian Used,109273,3500,Registered,Registered,,,,,,,SUV,Petrol,Automatic
336,pFO4Upn9nGRxoGRQ39vn8h5b,BMW X3 2004 Gray, 2730000,"Abuja (FCT), Jabi",BMW,X3,2004,Gray,Nigerian Used,213406,3000,Registered,Imported,,,ABUJA,,,,SUV,Petrol,Automatic
337,k7rocSFPFakQvVWYheluhhcj,Toyota Sienna 2014 Blue, 6187500,"Abuja (FCT), Jabi",Toyota,Sienna,2014,Blue,Nigerian Used,192262,3500,Registered,Registered,,,ABUJA,,,,SUV,Petrol,Automatic
338,5n7etT7CdVUbpbhd6MeBHDhn,Nissan Titan King Cab SE 4x4 2007 Red, 6615000,"Rivers State, Port-Harcourt",Nissan,Titan,2007,Red,Foreign Used,250736,5600,Imported,Imported,King Cab SE 4x4,All Wheel,,5,8,321,Pickup,Petrol,Automatic
339,oI8ALvKxSpbm7i0DluOhzqDk,Toyota Corolla 2006 Gray, 2205000,"Lagos State, Yaba",Toyota,Corolla,2006,Gray,Nigerian Used,336791,1800,Registered,Registered,,,LAGOS,,,,,Petrol,Automatic
340,zuJuVPKqLDYEV4YMjGvSRiaL,Toyota Corolla 2009 Blue, 4160000,"Abuja (FCT), Mararaba",Toyota,Corolla,2009,Blue,Nigerian Used,143735,1800,Registered,Registered,,,"FCT, ABUJA",,,,,Petrol,Automatic
341,157ZIhKAc7NpXW69E0u5KUlc,Peugeot 407 2004 Blue, 1365000,"Lagos State, Ikoyi",Peugeot,407,2004,Blue,Nigerian Used,999999,2000,Registered,Registered,,,LAGOS,,,,,Petrol,Automatic
342,6vQerVyexpz7D9DPPPoDYBri,Land Rover Lr4 2010 Black, 10500000,"Lagos State, Magodo",Land Rover,Lr4,2010,Black,Nigerian Used,171896,5000,Registered,Registered,,,LAGOS,,,,SUV,Petrol,Automatic
343,oAAo6LgcbdSP2Jzb3ljw1Yrx,Toyota Highlander 2017 Black, 26000000,"Lagos State, Ikotun/Igando",Toyota,Highlander,2017,Black,Foreign Used,139874,3500,Imported,Imported,,,,,,,SUV,Petrol,Automatic
344,iGPS67OblWE4ZndIJBS1y58,Honda Accord 2003 Gray, 1064700,"Lagos State, Ojodu",Honda,Accord,2003,Gray,Nigerian Used,461872,3000,Registered,Imported,,,LAGOS,,,,,Petrol,Automatic
345,BKIDQ4x4Jztpctc5WtQ58amf,Mercedes-Benz GLS-Class 2018 Black, 70720000,"Lagos State, Ifako-Ijaiye",Mercedes-Benz,GLS-Class,2018,Black,Foreign Used,199075,4700,Imported,Imported,,,,,,,SUV,Petrol,Automatic
346,jLGlsl9ZNbR89wYluY1imVMs,Honda Accord 2006 Red, 1631250,"Abuja (FCT), Lugbe District",Honda,Accord,2006,Red,Nigerian Used,345617,2400,Registered,Registered,,,ABUJA,,,,,Petrol,Automatic
347,pvBavlk0eqZdeTgvOJZBjCoa,Toyota Camry 2010 Gray, 4275000,"Abuja (FCT), Gwarinpa",Toyota,Camry,2010,Gray,Nigerian Used,185374,2500,Registered,Imported,,,,,,,,Petrol,Automatic
348,jFIrBNObtlDgPoLG6qMezfuc,Kia Optima 2012 Gray, 3217500,"Lagos State, Alimosho",Kia,Optima,2012,Gray,Nigerian Used,96684,2000,Registered,Imported,,,Lagos,,,,,Petrol,Automatic
349,3DUKEyVxE0QSRTi8mlL1LO97,Toyota Sienna 2005 Gray, 5200000,"Abuja (FCT), Garki 2",Toyota,Sienna,2005,Gray,Nigerian Used,138607,3300,Registered,Registered,,,,,,,,Petrol,Automatic
350,BZPlmAijFHLmq9BAQH9kqXSf,Honda Accord 2003 Black, 1064700,"Oyo State, Ibadan",Honda,Accord,2003,Black,Nigerian Used,162598,2400,Registered,Registered,,,Lagos State,,,,,Petrol,Automatic
351,226wt7GvKdY4c9N3PSJloI2,Toyota Corolla 2003 Silver, 3262500,"Rivers State, Port-Harcourt",Toyota,Corolla,2003,Silver,Nigerian Used,172554,1800,Registered,Imported,,,LAGOS,,,,,Petrol,Automatic
352,oAcioryEB25D1rk3ONyzz0mE,Toyota Matrix 2006 Blue, 3375000,"Lagos State, Surulere",Toyota,Matrix,2006,Blue,Nigerian Used,249457,1800,Registered,Imported,,,,,,,,Petrol,Automatic
353,CooYFnuE8cChLWiPIGg1YMyr,Nissan Pathfinder 2007 Blue, 1743750,"Ondo State, Akure",Nissan,Pathfinder,2007,Blue,Nigerian Used,197822,4000,Registered,Registered,,,Ondo,,,,SUV,Petrol,Automatic
354,3zLO4OWncxaD7UnoKd59f4Zw,Toyota Corolla 2009 Silver, 2682750,"Lagos State, Alimosho",Toyota,Corolla,2009,Silver,Nigerian Used,287833,2400,Registered,Imported,,,Lagos,,,,,Petrol,Automatic
355,iFMItG3lE8OP49YKWPtnLK3S,Honda Civic 1.8i VTEC 2007 Blue, 1908000,"Rivers State, Port-Harcourt",Honda,Civic,2007,Blue,Nigerian Used,105725,1800,Registered,Registered,1.8i VTEC,Front Wheel,RIVERS,5,4,140,,Petrol,Automatic
356,fTQ48HHynXD9LegekjAwvmBi,Nissan Maxima 2004 Gray, 1575000,"Lagos State, Alimosho",Nissan,Maxima,2004,Gray,Nigerian Used,,3500,Registered,Registered,,,ONDO,,,,,Petrol,Automatic
357,14OfxaF8mVa5GiJ8BDcxQMRt,Lexus RX 300 1999 Black, 1575000,"Edo State, Benin City",Lexus,RX 300,1999,Black,Nigerian Used,91380,3000,Registered,Registered,,,EDO,,,,SUV,Petrol,Automatic
358,zSKuRKnsJloWDac2Ttg2B2FY,Toyota Camry 2008 Gray, 3150000,"Oyo State, Ibadan",Toyota,Camry,2008,Gray,Nigerian Used,243732,2400,Registered,Registered,,,Lagos State,,,,,Petrol,Automatic
359,8cj00SGS9aIBmBNGzCuUXudX,Peugeot 407 2006 Silver, 2812500,"Kaduna State, Kaduna / Kaduna State",Peugeot,407,2006,Silver,Nigerian Used,160932,2000,Registered,Imported,,,Kaduna,,,,,Petrol,Manual
360,XUksqsw7ZNIsBj2a3TIA7Y2,Chevrolet Camaro LS Coupe Automatic 2012 Red, 8400000,"Lagos State, Lekki",Chevrolet,Camaro,2012,Red,Foreign Used,280187,3600,Imported,Imported,LS Coupe Automatic,Rear Wheel,,4,6,327,Coupe,Petrol,Automatic
361,rzwfzJJ9TKcfY2sRaxrlF6Q1,Toyota Corolla LE 2006 Black, 2912000,"Lagos State, Isolo",Toyota,Corolla,2006,Black,Nigerian Used,322576,1800,Registered,Imported,LE,Front,LAGOS,5,4,128,Sedan,Petrol,Automatic
362,cjv0n7zsf2uRRfDKVc2Z1fKS,Honda Accord 2009 Black, 2470125,"Lagos State, Ikotun/Igando",Honda,Accord,2009,Black,Nigerian Used,167425,2500,Registered,Registered,,,Ogun state,,,,,Petrol,Automatic
363,cyC5WQVc7WIuc2QFMn4G5kWu,Kia Rio 2011 Silver, 1575000,"Abuja (FCT), Jabi",Kia,Rio,2011,Silver,Nigerian Used,269889,1400,Registered,Registered,,,ABUJA,,,,,Petrol,Automatic
364,kaetkn5n1EzDPEPnaSerG6lp,Toyota Camry 2006 Green, 2415000,"Lagos State, Kosofe",Toyota,Camry,2006,Green,Nigerian Used,367788,2400,Registered,Imported,,,,,,,,Petrol,Automatic
365,7oX41cr6VC2UrHUx0xyWH5Yl,Toyota Corolla 2011 White, 3600000,"Rivers State, Port-Harcourt",Toyota,Corolla,2011,White,Nigerian Used,114860,1800,Registered,Registered,S 4dr Sedan (1.8L 4cyl 4A),Front,,5,4,132,Sedan,Petrol,Automatic
366,1ImechtoqDbIqWYyHJMaWsTa,Lexus RX 300 4WD 2000 Black, 2700000,"Lagos State, Ibeju",Lexus,RX,2000,Black,Nigerian Used,325843,3300,Registered,Registered,300 4WD,All Wheel,LAGOS,5,6,201,SUV,Petrol,Automatic
367,3C8lJjrDRyasbz3MkfDETmAS,Honda CR-V 2009 Green, 3937500,"Lagos State, Alimosho",Honda,CR-V,2009,Green,Nigerian Used,238325,2400,Registered,Imported,,,Lagos,,,,SUV,Petrol,Automatic
368,dEOgPXH6A1df6fUff4jqhbA9,Lexus RX 2009 Gray, 4452000,"Abuja (FCT), Wuse",Lexus,RX,2009,Gray,Nigerian Used,266606,3500,Registered,Imported,,,Abuja,,,,SUV,Petrol,Automatic
369,if3dKUYRQqsAnS1VCyWHuEk,Honda Pilot 2007 Gray, 2115000,"Lagos State, Ilupeju",Honda,Pilot,2007,Gray,Nigerian Used,155251,3500,Registered,Registered,,,LAGOS,,,,SUV,Petrol,Automatic
370,5SxugCaeNEoXDMw53iBrhBib,Toyota Camry 2010 Blue, 4160000,"Abuja (FCT), Wuse",Toyota,Camry,2010,Blue,Nigerian Used,276151,2500,Registered,Imported,,,Ogun,,,,,Petrol,Automatic
371,JWkxedsBrbW8jStLPTlx5M5,Toyota Land Cruiser Prado 2005 Black, 5250000,"Ogun State, Ado-Odo/Ota",Toyota,Land Cruiser Prado,2005,Black,Nigerian Used,90975,4000,Registered,Registered,,,LAGOS,,,,SUV,Petrol,Automatic
372,ahQa9aAjN6bVNtEtPqxAvJao,Ford Escape 2014 Blue, 3013500,"Lagos State, Lekki",Ford,Escape,2014,Blue,Nigerian Used,100000,1600,Registered,Imported,,,LAGOS,,,,SUV,Petrol,Automatic
373,6gM16ZaA2Iu46MVEr9ki0Gu1,Toyota Corolla 2010 Gray, 2756250,"Ogun State, Ado-Odo/Ota",Toyota,Corolla,2010,Gray,Nigerian Used,264432,1800,Registered,Registered,,,OGUN,,,,,Petrol,Automatic
374,htjYYHoo7rOxN94Vc7Xjo5Wf,Toyota Camry 2014 Black, 6090000,"Lagos State, Magodo",Toyota,Camry,2014,Black,Foreign Used,161811,2500,Imported,Imported,,,,,,,,Petrol,Automatic
375,cDeloOgzpzLejU4foYjLIbJq,Lexus GX 2021 White, 60750000,"Abuja (FCT), Gwarinpa",Lexus,GX,2021,White,Foreign Used,35053,4600,Imported,Imported,,,,,,,SUV,Petrol,Automatic
376,f4xiSwAgidXuiVKoYKNNlzMP,Honda Accord 2007 Blue, 1554000,"Ogun State, Ado-Odo/Ota",Honda,Accord,2007,Blue,Nigerian Used,165842,3200,Registered,Registered,,,OGUN,,,,,Petrol,Automatic
377,desKIdMc3e0iCO7iiLehiu15,Toyota Corolla LE 2004 Gray, 2250000,"Rivers State, Port-Harcourt",Toyota,Corolla,2004,Gray,Nigerian Used,270555,1800,Registered,Registered,LE,Front,ABUJA,5,4,132,Sedan,Petrol,Automatic
378,BLMglfCvXIKJC9cqBe6iPrt3,Toyota Camry 2003 Gray, 1858500,"Abuja (FCT), Jabi",Toyota,Camry,2003,Gray,Nigerian Used,317014,2400,Registered,Registered,,,ABUJA,,,,,Petrol,Automatic
379,ka0J1LszqvBN3WofmFf3dmnr,Toyota Camry 2008 Silver, 2625000,"Lagos State, Ajah",Toyota,Camry,2008,Silver,Nigerian Used,218397,2400,Registered,Registered,,,Lagos,,,,,Petrol,Automatic
380,g8WXh9sQV5gdtbmmLNZ3PtC4,Toyota Previa 1990 Brown, 1890000,"Kwara State, Ilorin East",Toyota,Previa,1990,Brown,Nigerian Used,356639,2400,Registered,Registered,,,,,,,,Petrol,Manual
381,fitE7JM8fdQnk3fTDEXLJ5GO,Toyota Highlander Hybrid Limited 2008 Black, 5040000,"Lagos State, Ikeja",Toyota,Highlander,2008,Black,Nigerian Used,179172,3500,Registered,Imported,Hybrid Limited,All Wheel,LAGOS,7,6,274,SUV,Petrol,Automatic
382,2Q0amMqGGWswSN1Sdm2zEd6D,Toyota Venza V6 2009 Green, 5670000,"Imo State, Owerri",Toyota,Venza,2009,Green,Nigerian Used,158143,3500,Registered,Imported,V6,Front Wheel,Abuja,5,6,273,SUV,Petrol,Automatic
383,rUguJnab0rwON9QGwND66VbB,Lexus RX 300 1999 Red, 3600000,"Lagos State, Isolo",Lexus,RX 300,1999,Red,Nigerian Used,88677,3000,Registered,Registered,,,LAGOS,,,,SUV,Petrol,Automatic
384,tKtgr3o5U7IvynfgKrGsF5DR,Mercedes-Benz GL-Class GL 450 2007 Black, 3712500,"Lagos State, Ogudu",Mercedes-Benz,GL-Class,2007,Black,Nigerian Used,108094,4700,Registered,Registered,GL 450,All Wheel,Lagos,7,8,335,SUV,Petrol,Automatic
385,tA1AEG5alfYbROl8R3tRCP5Z,Toyota Camry 2008 Gray, 2824500,"Lagos State, Ojodu",Toyota,Camry,2008,Gray,Nigerian Used,278077,2500,Registered,Imported,,,LAGOS,,,,,Petrol,Automatic
386,fx7c9fRbxSxsZX6VMSkStvR,Kia Rio 2014 Silver, 2100000,"Abuja (FCT), Garki 2",Kia,Rio,2014,Silver,Nigerian Used,104105,1500,Registered,Registered,,,,,,,,Petrol,Manual
387,mPEfQjtKurcpZTj4Os2NxVEw,Nissan Tiida 2008 Black, 1365000,"Oyo State, Ibadan",Nissan,Tiida,2008,Black,Nigerian Used,101477,1800,Registered,Registered,,,Lagos State,,,,,Petrol,Automatic
388,sC1ffdQ4uIhPwp144GGUvERa,Toyota Camry 2010 Silver, 4160000,"Lagos State, Ikorodu",Toyota,Camry,2010,Silver,Nigerian Used,188487,2700,Registered,Registered,,,Lagos,,,,,Petrol,Automatic
389,i6HUe29eUCex62mdqKxqnlRz,Acura ZDX 2010 Gray, 4410000,"Lagos State, Ajah",Acura,ZDX,2010,Gray,Nigerian Used,222137,3700,Registered,Registered,,,Lagos,,,,,Petrol,Automatic
390,BLF5kejSR9bnwqb3YLEsHRWm,Lexus ES 2004 Purple, 2625000,"Lagos State, Ikorodu",Lexus,ES,2004,Purple,Foreign Used,176423,3300,Imported,Registered,,,,,,,,Petrol,Automatic
391,ddLQwInlwsS4A1HMZqYx0yhv,Honda CR-V 2007 Black, 2835000,"Lagos State, Alimosho",Honda,CR-V,2007,Black,Nigerian Used,190177,2400,Registered,Imported,,,Lagos,,,,SUV,Petrol,Automatic
392,jSljf1A0lUF21mcE4QZOVm0B,Volkswagen Passat 2008 Black, 2600000,"Abuja (FCT), Lugbe District",Volkswagen,Passat,2008,Black,Nigerian Used,225219,2000,Registered,Registered,,,ABUJA,,,,,Petrol,Automatic
393,9WMDgplE9tyrMke3NvHcTwFi,Toyota Highlander 2014 Green, 15600000,"Abuja (FCT), Katampe",Toyota,Highlander,2014,Green,Nigerian Used,111562,3500,Registered,Imported,,,ABUJA,,,,SUV,Petrol,Automatic
394,1iQntpPBYRdg3AISLiit0cJf,Toyota Camry 2012 Silver, 5512000,"Lagos State, Ikoyi",Toyota,Camry,2012,Silver,Nigerian Used,312997,2500,Registered,Registered,L 4dr Sedan (2.5L 4cyl 6A),Front,LAGOS,5,4,178,Sedan,Petrol,Automatic
395,5k2E0FMMs1qZBT8o8DUg1mpM,Honda Accord 2006 Red, 1260000,"Lagos State, Ifako-Ijaiye",Honda,Accord,2006,Red,Nigerian Used,348047,3000,Registered,Registered,,,LAGOS,,,,,Petrol,Automatic
396,3CI4WaBuqK5LcBZClBadn14n,Honda Accord 2.4 LX 2008 Silver, 2415000,"Lagos State, Isolo",Honda,Accord,2008,Silver,Nigerian Used,195510,2400,Registered,Imported,2.4 LX,Front Wheel,LAGOS,5,4,179,Sedan,Petrol,Automatic
397,7YrbrmyPRNY6fRNIaCLlcvpq,Peugeot 407 2004 White, 1575000,"Abuja (FCT), Garki 2",Peugeot,407,2004,White,Nigerian Used,,2900,Registered,Registered,,,,,,,,Petrol,Automatic
398,izD3p8aWdRn3mn48mb62bSzA,Toyota Sienna 2004 Gray, 3640000,"Lagos State, Alimosho",Toyota,Sienna,2004,Gray,Nigerian Used,314004,3300,Registered,Imported,,,LAGOS,,,,,Petrol,Automatic
399,7It82QGX1j4G9mv8JQ5P7vJw,Honda Pilot 2006 Black, 2579200,"Lagos State, Amuwo-Odofin",Honda,Pilot,2006,Black,Nigerian Used,150670,3500,Registered,Imported,,,LAGOS,,,,SUV,Petrol,Automatic
400,uBODJ2alKMpgY6yR1Ebpxv3n,Toyota Avensis 2004 Silver, 1995000,"Kwara State, Ilorin East",Toyota,Avensis,2004,Silver,Nigerian Used,341442,1800,Registered,Registered,,,,,,,,Petrol,Automatic
401,zYmh2EwAYRfJqTatRXJaDCbB,Toyota Sienna 2004 Blue, 4680000,"Abuja (FCT), Mararaba",Toyota,Sienna,2004,Blue,Nigerian Used,435439,3300,Registered,Imported,,,Abuja,,,,,Petrol,Automatic
402,uS2z7vb24PlewnEEQ2sLTDEt,Toyota Corolla 2005 Purple, 2205000,"Lagos State, Ifako-Ijaiye",Toyota,Corolla,2005,Purple,Nigerian Used,383199,1600,Registered,Imported,,,LAGOS,,,,,Petrol,Automatic
403,5pLnb1gFKNFIBULr8lf9kZ9y,Toyota Sienna 2003 Blue, 1365000,"Ogun State, Ado-Odo/Ota",Toyota,Sienna,2003,Blue,Nigerian Used,324027,3000,Registered,Registered,,,LAGOS,,,,,Petrol,Automatic
404,dTWJKy7Vu5GVPqi3awHcFcNc,Ford Focus 2010 Black, 1260000,"Oyo State, Ibadan",Ford,Focus,2010,Black,Nigerian Used,128613,1600,Registered,Registered,,,Oyo state,,,,,Petrol,Automatic
405,3iscNxyPHjmxY2E4GwWr2lcR,Toyota Sienna 2007 Gray, 3536000,"Kwara State, Ilorin East",Toyota,Sienna,2007,Gray,Nigerian Used,393372,,Registered,Registered,,,,,,,,Petrol,Automatic
406,yBW2C2M5kbDTI7JcbEnoqHb3,Kia Cerato 2013 Silver, 3016000,"Lagos State, Magodo",Kia,Cerato,2013,Silver,Nigerian Used,174479,2000,Registered,Registered,,,LAGOS,,,,,Petrol,Automatic
407,oJJHQcl4r6DBaGxOEbatUNZt,Toyota Corolla 2009 Gray, 2688400,"Lagos State, Ikotun/Igando",Toyota,Corolla,2009,Gray,Nigerian Used,326950,1800,Registered,Registered,,,Lagos,,,,,Petrol,Manual
